id,sex,employment,married,income,digital3
42586,0,employed,1,39077,.59329617
42587,1,retired,1,113478,.16981521
42588,1,employed,1,21814,.69514436
42589,1,employed,1,11573,.87896317
42590,0,employed,1,11114,.81522292
42591,0,employed,1,10171,.31599393
42592,1,employed,1,14059,.15760124
42593,1,employed,1,13765,.15687971
42594,1,employed,1,17225,.64730853
42595,1,employed,1,6720,.88503772
42596,1,employed,1,153001,.58013755
42597,1,employed,0,420990,.19091243
42598,1,employed,0,220576,.89185035
42599,0,employed,1,10681,.64760977
42600,0,employed,0,9296,.56719321
42601,0,employed,0,15323,.78157198
42602,1,employed,0,101519,.87552595
42603,1,employed,0,223018,.14963025
42604,0,employed,1,7891,.67388248
42605,0,employed,1,6014,.58858091
42606,1,employed,0,10745,0
42607,0,retired,0,5210,.10082459
42608,0,student,0,0,.19228584
42609,1,employed,0,41654,.15358596
42610,1,employed,1,17527,.47881103
42611,0,unemployed,0,0,.18074538
42612,0,employed,1,9892,.2228138
42613,1,student,1,0,.86621624
42614,0,student,0,0,.8043189
42615,0,employed,1,11561,.76197082
42616,1,employed,0,8950,.063984074
42617,0,employed,1,15501,.62269896
42618,1,retired,0,23095,0
42619,1,employed,1,52642,.55729026
42620,1,student,0,3633,.76223719
42621,1,employed,1,76941,.74678367
42622,1,retired,1,10452,.22573969
42623,0,unemployed,1,0,.88144755
42624,1,employed,1,130941,.71262091
42625,0,student,0,0,.7999149
42626,1,retired,1,6693,.30615193
42627,1,employed,1,17873,.88985413
42628,1,student,0,0,.73277676
42629,1,employed,0,7043,.15530816
42630,1,employed,1,34067,.18742253
42631,0,employed,1,10310,.21971905
42632,0,employed,1,5738,.65348345
42633,1,student,0,0,.87195504
42634,0,student,0,0,0
42635,0,student,0,0,.88079482
42636,0,unemployed,0,35155,0
42637,1,employed,1,10943,.59275913
42638,0,unemployed,1,6706,.17687076
42639,1,employed,1,56102,.54932225
42640,1,employed,1,8527,.014463601
42641,1,employed,1,5188,.68742043
42642,0,student,0,8392,.90396738
42643,0,employed,1,5224,.15069608
42644,0,employed,1,10094,.889256
42645,0,employed,0,7819,0
42646,0,unemployed,1,0,0
42647,1,unemployed,0,16775,.032442506
42648,1,employed,1,6207,.62871945
42649,1,employed,1,7262,.021302018
42650,0,employed,1,4720,.30046958
42651,1,employed,1,7505,.23216352
42652,0,retired,1,3626,.20749399
42653,1,employed,0,6890,.61202425
42654,0,employed,1,6038,.85210341
42655,0,student,0,0,.73985636
42656,1,retired,1,6421,.043728925
42657,0,student,0,0,.59182113
42658,1,employed,1,122621,.85625243
42659,0,student,0,9076,.30531579
42660,1,retired,0,10881,.36356729
42661,0,employed,1,22558,.63278049
42662,1,employed,1,14217,.76278991
42663,0,retired,1,1707,.10076722
42664,0,unemployed,1,5846,.15706311
42665,0,unemployed,0,28410,.21392301
42666,1,student,0,8696,.28611359
42667,0,employed,1,13137,.046560045
42668,0,employed,1,19505,.5682689
42669,1,unemployed,1,26850,.47891587
42670,1,unemployed,0,0,0
42671,0,student,0,6498,.97910541
42672,0,employed,1,20347,.61080211
42673,0,employed,0,37563,.29854682
42674,1,employed,1,37851,.78101474
42675,1,student,0,3848,.84210789
42676,0,unemployed,1,0,0
42677,0,employed,1,5150,.41333851
42678,1,retired,1,1766,0
42679,1,student,0,0,.29407191
42680,1,employed,0,52491,.87013602
42681,0,employed,1,13666,.94132429
42682,0,unemployed,1,0,.6351673
42683,1,employed,1,41428,0
42684,1,unemployed,0,0,0
42685,0,employed,0,19099,.70438904
42686,1,unemployed,1,6742,.68073875
42687,0,retired,0,4244,0
42688,1,employed,1,6324,.43250033
42689,1,employed,0,251583,.55616874
42690,0,employed,1,8487,0
42691,1,employed,0,11825,.24850622
42692,0,employed,1,9729,.44247791
42693,1,employed,1,8650,.49073029
42694,1,employed,0,7889,.81262779
42695,1,unemployed,0,18749,.66157472
42696,1,employed,0,23150,.23316385
42697,0,employed,1,14569,0
42698,0,unemployed,1,0,.55900294
42699,0,employed,1,5790,0
42700,1,retired,1,8794,0
42701,1,employed,1,7012,.50091338
42702,0,student,1,0,.93533468
42703,0,unemployed,1,0,0
42704,0,retired,1,4719,0
42705,0,employed,1,16643,.26076719
42706,1,employed,1,9757,.54861993
42707,1,student,0,0,.73375881
42708,1,retired,1,7758,0
42709,0,retired,1,3995,0
42710,0,employed,0,10259,.76383996
42711,0,unemployed,0,25482,.21384038
42712,0,unemployed,1,7756,.0013915891
42713,1,employed,1,31187,0
42714,1,unemployed,1,0,0
42715,0,employed,1,12741,.34974912
42716,0,employed,1,6081,.70985997
42717,1,student,0,7074,.54855818
42718,0,employed,1,5096,.34910557
42719,1,employed,1,7917,.34519336
42720,1,employed,0,5877,.86884153
42721,1,student,0,9716,.88916081
42722,1,employed,0,39165,.72772455
42723,1,unemployed,1,0,.080203027
42724,0,employed,1,22366,.71486926
42725,1,employed,1,14354,.20986946
42726,0,employed,0,40780,.38230845
42727,1,employed,1,14905,0
42728,1,employed,1,25090,.6902467
42729,0,employed,1,11205,.36749616
42730,1,employed,0,16592,.82572067
42731,1,student,0,0,.85593116
42732,1,retired,0,26117,.30266657
42733,1,retired,0,48444,0
42734,1,employed,1,12597,.34800732
42735,0,student,0,0,.89349133
42736,1,employed,1,17194,0
42737,1,employed,1,38747,.85906368
42738,1,employed,1,8966,.8566097
42739,1,student,0,4975,.68307418
42740,0,employed,0,6409,.90008759
42741,1,student,0,0,.85384929
42742,0,employed,1,5139,0
42743,0,retired,1,4177,.036340714
42744,0,employed,1,9978,.83521432
42745,1,employed,0,8413,.65585881
42746,0,employed,0,6111,.45326748
42747,1,unemployed,1,0,0
42748,1,unemployed,1,0,0
42749,0,unemployed,1,0,.54827833
42750,0,student,0,0,.78887856
42751,1,unemployed,0,20766,.62836528
42752,0,retired,1,3019,.17673354
42753,1,employed,1,8674,.33603159
42754,1,employed,1,6710,.29115885
42755,1,employed,0,28804,.82575274
42756,0,unemployed,1,6403,.51012903
42757,0,employed,0,11244,.49200976
42758,1,student,0,0,.81994945
42759,0,retired,0,30755,.22697887
42760,1,employed,1,10652,.54226351
42761,1,student,0,7532,.38462034
42762,0,employed,1,9173,.43859741
42763,0,employed,1,15675,.29454806
42764,1,employed,1,239672,.16573997
42765,1,employed,1,15024,0
42766,1,employed,1,5865,.71566379
42767,1,employed,1,11951,.62747002
42768,1,student,0,5622,0
42769,1,retired,0,10821,.20603891
42770,0,employed,0,16779,.68535018
42771,1,employed,1,134611,.22510403
42772,1,employed,1,22856,.86873436
42773,1,employed,1,12195,.54389948
42774,0,retired,1,13553,.20060575
42775,0,employed,1,4174,.40861806
42776,0,student,0,0,.068180948
42777,1,employed,1,8525,0
42778,1,unemployed,0,30233,.14630485
42779,0,employed,1,9494,0
42780,1,student,0,0,.79108155
42781,0,employed,1,6091,.51204252
42782,0,employed,1,29295,.55355179
42783,0,employed,1,20227,0
42784,1,student,0,13556,.97328812
42785,1,student,0,4467,0
42786,1,employed,1,12232,.5744434
42787,0,employed,1,22725,0
42788,0,student,0,0,.99753273
42789,1,employed,1,6427,.36505264
42790,0,unemployed,1,27871,.14342876
42791,0,student,0,7648,.87908435
42792,0,unemployed,1,7190,.018924698
42793,1,employed,1,10760,0
42794,0,student,0,5534,.93858016
42795,0,employed,1,8301,.60917294
42796,0,employed,1,30005,0
42797,1,student,0,0,.85818022
42798,0,unemployed,1,0,0
42799,0,employed,1,6148,.64207906
42800,0,employed,1,5959,0
42801,1,employed,1,13735,.65810436
42802,1,employed,1,9685,0
42803,1,employed,1,38821,0
42804,1,employed,1,11357,.70962417
42805,1,employed,1,6022,.6393196
42806,0,student,0,5554,0
42807,0,employed,0,36876,.67094815
42808,1,employed,1,7249,.57263654
42809,1,employed,0,10994,0
42810,0,student,0,0,.89396316
42811,1,employed,1,120262,.53201401
42812,1,employed,0,12503,.2038928
42813,1,employed,1,11129,0
42814,1,student,0,0,.25839028
42815,0,employed,1,5099,.10777289
42816,1,employed,1,7885,.71909636
42817,0,student,0,19807,.89700222
42818,0,employed,1,11147,0
42819,0,employed,0,34088,.42723939
42820,1,employed,1,16418,0
42821,1,employed,0,9498,.52499127
42822,1,unemployed,1,5537,0
42823,1,employed,1,6338,.7181434
42824,0,employed,1,7347,.77609515
42825,1,student,0,7220,.75393689
42826,1,employed,0,61051,.023472825
42827,0,unemployed,0,0,.6246419
42828,0,employed,1,9710,.76583815
42829,1,employed,1,11333,.36455059
42830,0,employed,1,6256,0
42831,1,unemployed,0,15116,.5937559
42832,0,student,0,0,.44247615
42833,1,student,0,3242,.47511026
42834,1,employed,1,7962,0
42835,0,employed,0,17908,.52613425
42836,0,retired,0,3289,.20810354
42837,1,employed,0,1000000,0
42838,1,employed,0,6857,0
42839,0,employed,1,8335,.69764769
42840,0,unemployed,1,19362,.78380865
42841,1,retired,1,3442,.16449252
42842,1,employed,0,10744,.3671076
42843,0,unemployed,1,9890,.89486331
42844,1,employed,0,8782,0
42845,1,unemployed,1,70644,0
42846,0,employed,1,14064,.68289775
42847,0,unemployed,1,37814,.92656845
42848,1,employed,1,90737,.13549909
42849,1,retired,0,7633,.26242882
42850,0,retired,0,6007,.041150447
42851,1,unemployed,1,8986,0
42852,1,student,0,0,.9878422
42853,1,unemployed,1,7355,.57263166
42854,1,unemployed,1,19562,0
42855,1,employed,1,124146,.046532419
42856,0,unemployed,1,171767,0
42857,0,unemployed,1,0,.28603896
42858,0,student,0,0,.80610943
42859,0,employed,1,4684,.67961961
42860,1,employed,1,42212,.33186424
42861,1,unemployed,1,0,.69847965
42862,0,retired,1,3159,.2321564
42863,1,employed,1,11192,.57758045
42864,0,employed,1,6321,.60052764
42865,0,employed,1,6644,0
42866,1,employed,0,13873,.1949894
42867,1,employed,1,175602,0
42868,0,retired,1,4643,.33921373
42869,1,retired,1,19236,0
42870,1,retired,1,10349,.24988532
42871,0,retired,1,3261,0
42872,1,unemployed,1,0,.70732635
42873,0,retired,0,2759,.19618142
42874,1,unemployed,1,0,.56396222
42875,1,unemployed,1,0,.58224016
42876,1,unemployed,0,0,.0049629956
42877,1,unemployed,1,6092,.20390183
42878,0,unemployed,0,51093,.059659451
42879,1,employed,1,6762,.75279099
42880,0,retired,0,2624,0
42881,0,employed,0,10568,.23307714
42882,1,student,0,0,.22681051
42883,1,retired,0,15977,0
42884,0,student,1,0,.72655642
42885,1,employed,1,208000,0
42886,1,employed,1,7081,.55147237
42887,1,employed,1,33118,.77314448
42888,1,unemployed,1,26418,.22022121
42889,0,employed,1,8881,.56268406
42890,0,unemployed,0,0,.098131031
42891,0,employed,1,17703,.0709498
42892,1,unemployed,1,6479,.67186594
42893,0,unemployed,1,8362,.55583596
42894,1,retired,1,10699,0
42895,1,employed,1,43108,0
42896,1,retired,1,12932,.2564199
42897,0,student,0,8393,.73497027
42898,1,employed,1,9155,.64706844
42899,0,employed,0,18094,.52259314
42900,1,employed,1,9419,0
42901,0,unemployed,0,0,.27222154
42902,1,employed,0,47854,0
42903,0,student,0,0,.73419994
42904,1,employed,1,26017,.63699108
42905,1,student,1,0,.059454832
42906,1,employed,1,8633,.13062458
42907,0,unemployed,1,9275,.65409207
42908,1,employed,0,15580,.58455354
42909,1,retired,0,4422,.37362128
42910,0,employed,1,4421,.50948507
42911,0,employed,0,12399,.7727856
42912,1,employed,1,35220,.56727821
42913,0,student,0,0,.72795326
42914,0,employed,1,52371,.16441865
42915,1,student,0,0,0
42916,0,employed,1,15357,0
42917,1,employed,1,14557,.89554322
42918,1,employed,1,15523,.47418764
42919,1,employed,1,21443,.04378356
42920,1,employed,1,9777,.82437998
42921,1,unemployed,0,0,.68226922
42922,0,retired,1,187455,.2535978
42923,1,employed,1,7880,.29084516
42924,1,employed,1,16340,.22202884
42925,0,student,0,0,.74798197
42926,1,employed,1,9507,.80285025
42927,0,unemployed,1,9562,.8440519
42928,1,employed,1,10958,0
42929,1,student,0,8442,.87677288
42930,1,unemployed,1,0,.60392791
42931,1,student,0,0,.88883442
42932,1,employed,1,7586,.53376174
42933,0,retired,0,5602,0
42934,0,employed,0,6366,.65559286
42935,1,retired,1,5049,.23979688
42936,0,employed,1,70398,0
42937,0,employed,1,7281,0
42938,0,employed,1,12084,.093633682
42939,0,employed,1,127053,.89357239
42940,1,employed,0,10438,.84879094
42941,1,employed,1,83741,.28598225
42942,0,retired,1,3353,.33947104
42943,0,employed,1,8122,0
42944,0,employed,1,41131,.66748625
42945,0,student,0,0,.94466376
42946,1,student,0,5166,.79138541
42947,0,employed,0,41170,.55415183
42948,1,student,0,5833,0
42949,1,employed,1,6347,.070951357
42950,1,student,1,0,.7925663
42951,0,employed,1,7499,.17119056
42952,1,employed,1,14510,.25319055
42953,0,employed,1,4148,.55870026
42954,0,retired,1,23979,.16667393
42955,1,retired,1,16327,.203987
42956,0,unemployed,1,0,.59695393
42957,1,employed,1,5442,.71468949
42958,1,employed,0,15182,.75929344
42959,1,retired,1,43503,.30774489
42960,0,student,0,0,.95722848
42961,0,employed,1,22802,0
42962,0,unemployed,1,6327,.31037512
42963,0,student,0,0,.95421404
42964,0,employed,0,13388,.31385806
42965,0,unemployed,1,19076,.77293032
42966,0,student,1,0,.59444249
42967,1,employed,1,14598,.73991847
42968,0,employed,1,12504,.34469926
42969,0,employed,1,4892,.22335996
42970,0,student,0,12141,.47420615
42971,1,employed,1,56109,0
42972,0,employed,0,6967,.97943306
42973,1,retired,0,7283,0
42974,1,employed,1,21000,.33947784
42975,1,employed,1,6249,.47447753
42976,1,retired,1,7148,.078572549
42977,0,employed,0,14077,0
42978,0,student,0,0,.18719956
42979,0,unemployed,1,0,0
42980,0,retired,1,2832,0
42981,1,student,0,162025,.92718434
42982,0,employed,1,37878,.027985379
42983,0,unemployed,1,8024,.0033360606
42984,1,employed,1,10314,.71548665
42985,1,unemployed,1,0,.18123655
42986,0,student,0,0,.35424113
42987,1,employed,0,11239,.52262396
42988,0,student,0,0,.21010101
42989,0,employed,1,20807,0
42990,0,employed,1,5025,.75117105
42991,0,student,0,0,0
42992,1,employed,1,7168,0
42993,0,employed,1,10448,0
42994,0,employed,1,6100,.36594981
42995,1,student,0,17329,.12727892
42996,0,student,1,17679,.003936267
42997,1,student,0,0,0
42998,0,unemployed,1,0,0
42999,1,employed,1,65329,.81108719
43000,1,employed,1,40403,.73125559
43001,0,unemployed,1,8689,.68477589
43002,0,retired,0,6663,0
43003,1,retired,0,82609,0
43004,0,employed,1,21459,0
43005,0,retired,1,18701,0
43006,0,unemployed,1,8656,.330347
43007,0,retired,0,3192,0
43008,0,employed,0,168710,.60722017
43009,1,student,0,9969,.81207407
43010,1,employed,1,6198,.24003328
43011,1,employed,1,5827,.57602847
43012,1,retired,0,4564,0
43013,0,unemployed,1,0,.11109664
43014,0,employed,0,8046,.64322162
43015,0,employed,1,9776,.79254496
43016,1,employed,1,12875,.06255383
43017,1,employed,1,22361,.84279144
43018,1,employed,0,58380,.79728478
43019,1,employed,0,23149,.54066116
43020,0,employed,1,8046,.76347774
43021,0,employed,1,58510,0
43022,1,employed,0,6074,.59435606
43023,0,employed,0,10509,0
43024,0,employed,1,6900,.71648782
43025,1,employed,1,26582,.74805737
43026,1,employed,1,28573,.69291425
43027,1,retired,1,5413,.1650373
43028,0,employed,1,6353,.73939389
43029,1,employed,1,12856,.67390066
43030,1,unemployed,0,0,.86118633
43031,1,employed,0,12898,.11242186
43032,1,employed,1,18957,.17902184
43033,1,unemployed,1,0,.69315106
43034,0,employed,1,4858,.79551184
43035,0,employed,1,7988,.28992158
43036,1,student,0,5544,.87226945
43037,1,unemployed,1,13782,.52256697
43038,0,unemployed,1,9522,0
43039,0,unemployed,1,0,.72524637
43040,0,employed,1,8123,0
43041,0,employed,1,9331,.59831244
43042,1,employed,1,10451,0
43043,1,employed,0,9751,.42405516
43044,1,unemployed,1,0,.88395369
43045,0,employed,1,13728,.69912124
43046,0,employed,1,7943,.48598662
43047,1,employed,1,20838,0
43048,1,employed,1,17415,.22231075
43049,1,student,0,0,.71940106
43050,1,unemployed,1,0,.62127268
43051,1,employed,1,36900,.16530454
43052,0,student,0,0,.75639164
43053,0,employed,1,9736,.60989207
43054,1,unemployed,0,0,0
43055,0,employed,0,24876,.54887164
43056,0,retired,1,19839,0
43057,0,employed,1,7967,.10710364
43058,1,student,1,10453,.42834282
43059,1,retired,1,19004,0
43060,1,employed,1,7598,.55745041
43061,1,employed,1,25877,.27325851
43062,1,student,0,0,.78316796
43063,1,employed,1,12124,.13502274
43064,0,employed,1,8486,.77419966
43065,1,unemployed,1,0,0
43066,1,employed,1,69294,0
43067,1,employed,0,26522,.18387224
43068,1,student,0,0,.052059658
43069,0,employed,1,11032,.507384
43070,0,employed,1,6623,.77069163
43071,1,student,0,13542,.57783949
43072,1,employed,0,27824,.77920514
43073,1,employed,1,15690,.68065482
43074,0,unemployed,1,9409,.35464486
43075,0,employed,1,115871,.30807313
43076,1,employed,1,11894,.62827665
43077,0,retired,1,3889,.12607506
43078,1,unemployed,0,0,.56232589
43079,0,retired,1,11005,.083164714
43080,0,unemployed,0,7901,0
43081,0,employed,1,10513,.61633265
43082,1,unemployed,0,10147,.41516641
43083,1,employed,1,12481,.60641372
43084,0,retired,1,11144,.16173792
43085,0,retired,0,7763,.38024226
43086,1,unemployed,1,19152,.9319191
43087,0,unemployed,1,9017,.5753212
43088,0,student,0,0,0
43089,1,retired,0,35556,0
43090,0,employed,1,6967,.023635985
43091,0,retired,1,954,.20454125
43092,0,unemployed,1,0,.11826893
43093,1,retired,1,19746,.24045584
43094,1,employed,0,35443,.54519659
43095,0,student,0,0,.87852561
43096,0,employed,0,24047,0
43097,0,employed,1,10274,.5553053
43098,1,employed,0,64661,.014775055
43099,0,employed,1,9728,.98112971
43100,1,employed,1,12968,.52270484
43101,0,employed,0,15197,.10563152
43102,1,employed,1,13115,0
43103,0,employed,1,5574,.51321143
43104,1,student,0,0,.18823299
43105,1,unemployed,0,12217,.65394658
43106,1,retired,0,485,0
43107,0,employed,1,7750,.12673724
43108,0,employed,1,7601,.41495132
43109,1,employed,0,23699,.89661074
43110,0,employed,1,19406,.59635913
43111,1,student,0,0,.092670605
43112,0,student,0,37231,.98784709
43113,0,employed,1,8081,.29443717
43114,0,employed,1,18409,.033893887
43115,1,employed,0,23972,0
43116,0,employed,1,4623,.74765742
43117,0,employed,1,5328,.0057316464
43118,1,employed,1,11391,0
43119,1,unemployed,1,0,.85634619
43120,1,employed,0,11473,.42413619
43121,0,student,0,0,.77753448
43122,0,employed,1,25450,.5497992
43123,0,employed,0,5775,.41883498
43124,0,student,0,3795,.0064518056
43125,0,retired,1,4061,0
43126,0,employed,1,151664,.49747205
43127,0,employed,1,6833,.10250491
43128,0,unemployed,1,0,.62570876
43129,1,retired,1,6554,.17957361
43130,0,employed,0,19712,.5454542
43131,1,employed,0,23561,.37824994
43132,0,employed,0,13159,.51432234
43133,1,retired,0,3497,.2163972
43134,1,employed,1,77571,.019236548
43135,1,retired,0,10264,0
43136,0,retired,0,5147,.19038612
43137,0,unemployed,0,14147,.58499229
43138,1,employed,1,14810,.12003265
43139,1,employed,0,17087,.92514676
43140,0,student,0,0,.8122561
43141,0,employed,1,11409,.40334395
43142,1,student,0,0,.40818712
43143,1,employed,1,6282,0
43144,0,retired,1,5468,0
43145,0,unemployed,1,0,.6830157
43146,0,student,0,7431,.89727283
43147,1,student,0,0,.81940728
43148,0,employed,1,6561,.10071295
43149,0,employed,0,16506,.60606217
43150,1,employed,0,12114,.59627002
43151,1,employed,0,15394,.52767581
43152,1,employed,1,10379,0
43153,0,employed,1,14954,.55661285
43154,0,employed,0,11192,.63029969
43155,1,employed,1,15310,.61573815
43156,0,employed,1,20496,.50145549
43157,0,unemployed,1,7428,.97789747
43158,0,employed,1,10511,.77159327
43159,0,student,0,0,.86718166
43160,1,employed,1,18992,.80136168
43161,1,employed,1,13283,.51218462
43162,0,employed,1,4173,.43635029
43163,0,unemployed,1,0,.79353201
43164,1,employed,0,6875,0
43165,1,employed,0,8370,.78313464
43166,1,unemployed,1,10293,.65411323
43167,0,employed,1,46876,.71100885
43168,1,employed,1,14633,.91578937
43169,1,student,0,5681,.73506653
43170,0,unemployed,0,0,.52716827
43171,1,employed,1,14126,.62262875
43172,1,employed,1,20220,0
43173,0,employed,0,10071,.27803326
43174,0,retired,0,32907,.2935589
43175,0,employed,0,7353,0
43176,0,retired,0,82127,0
43177,0,employed,1,10161,.68316782
43178,0,employed,1,12573,.064594746
43179,0,employed,0,18631,.53497016
43180,1,unemployed,1,8803,.74855119
43181,0,employed,1,6288,.12222815
43182,1,employed,1,14876,.61685151
43183,1,unemployed,1,9813,0
43184,0,employed,1,10831,0
43185,1,employed,1,8179,.54229921
43186,0,employed,1,5687,.13686953
43187,0,unemployed,1,0,.53356808
43188,0,unemployed,1,6219,.66863066
43189,1,employed,0,58822,.055167876
43190,0,unemployed,1,0,.52698046
43191,1,employed,1,9290,.77030247
43192,0,student,0,0,.79759789
43193,1,employed,0,15600,.52153081
43194,0,student,0,0,.97055179
43195,0,unemployed,1,5423,.1684074
43196,1,employed,1,6023,.50171351
43197,1,student,0,0,.48639989
43198,0,employed,1,4402,.036189206
43199,0,employed,1,108672,.93742126
43200,1,student,0,0,.83556062
43201,1,employed,1,41128,.93446332
43202,0,employed,1,6047,.12963589
43203,1,employed,1,15802,.70618862
43204,0,unemployed,0,29048,.93700582
43205,0,unemployed,1,20515,.079811297
43206,1,employed,1,7355,0
43207,0,retired,1,42167,.27419275
43208,0,student,0,0,.92454964
43209,0,employed,0,7736,.26751515
43210,1,employed,1,21628,.72578365
43211,1,unemployed,1,9027,.45263812
43212,0,student,0,0,.82563299
43213,1,employed,1,7036,.25054055
43214,1,employed,1,17477,0
43215,1,employed,1,7653,.8710168
43216,1,employed,0,7826,.56666654
43217,1,employed,1,19060,.47412086
43218,0,employed,0,271631,.01358412
43219,0,employed,1,5973,.791879
43220,0,employed,0,14682,.48762506
43221,1,retired,1,20667,0
43222,0,student,0,0,.80724722
43223,0,unemployed,0,0,.86054969
43224,0,unemployed,0,0,.70779741
43225,1,employed,1,23231,.62351531
43226,0,employed,1,16211,.52486002
43227,1,employed,1,11243,.51264441
43228,1,employed,1,19669,.62831801
43229,0,retired,1,2646,0
43230,0,employed,1,4743,.51092672
43231,1,employed,0,22604,0
43232,1,employed,1,24031,0
43233,1,employed,1,17184,0
43234,0,unemployed,1,0,.3709048
43235,1,employed,1,14120,0
43236,0,employed,1,33486,0
43237,0,employed,1,237041,.51050347
43238,1,unemployed,1,8998,.7455982
43239,0,employed,1,33590,.66245025
43240,1,student,0,0,.34233409
43241,0,employed,1,39391,.44212046
43242,1,employed,1,45123,0
43243,1,employed,1,124443,0
43244,1,student,0,97914,.7636804
43245,1,employed,1,28624,.33089647
43246,0,student,0,0,.91441309
43247,1,employed,1,27768,.35559946
43248,1,student,0,0,.32495341
43249,1,employed,0,13664,.65580493
43250,1,student,0,0,.86067343
43251,1,employed,1,84228,0
43252,1,retired,0,7796,0
43253,0,student,0,2146,.90564567
43254,1,employed,1,9713,.62508768
43255,0,retired,1,2432,0
43256,0,employed,0,13555,.61152303
43257,0,student,0,0,.97904569
43258,1,employed,1,66045,0
43259,0,retired,1,8281,.30770975
43260,1,employed,1,13189,.60431802
43261,0,employed,1,18524,.55051947
43262,1,retired,0,29874,.31792721
43263,1,employed,1,10673,0
43264,1,employed,0,15070,0
43265,0,unemployed,1,0,.27519324
43266,0,retired,1,3788,.074163824
43267,1,student,0,0,.42129308
43268,1,employed,1,17690,.68560952
43269,1,employed,1,5958,.52718216
43270,0,employed,1,900270,0
43271,1,retired,0,7309,.33066905
43272,0,retired,1,19371,.22180057
43273,0,employed,1,9639,0
43274,1,employed,1,8555,.6890046
43275,1,employed,0,13920,.63716459
43276,1,student,0,4103,.74745578
43277,1,student,0,22877,.73555619
43278,0,retired,0,30120,.10293283
43279,1,employed,1,435830,.75315934
43280,0,employed,0,8863,.7939797
43281,1,employed,0,7858,.64003581
43282,1,retired,1,10691,.25774342
43283,0,employed,1,29303,.24847947
43284,1,employed,1,7335,.54060638
43285,1,employed,1,7001,.68848848
43286,0,retired,1,3073,0
43287,1,employed,1,15321,.85366428
43288,1,employed,1,15651,.76122481
43289,0,employed,1,71544,0
43290,0,retired,1,3881,.083675578
43291,1,employed,1,7043,.57113767
43292,1,employed,0,19659,.059415508
43293,1,unemployed,1,0,.72601438
43294,0,employed,0,16978,.98189795
43295,0,student,1,0,0
43296,1,student,0,0,.97025752
43297,1,employed,0,6198,.52808875
43298,0,student,0,0,.83313179
43299,0,employed,1,6455,.27428266
43300,1,unemployed,0,0,.27230838
43301,0,employed,1,18883,.7104646
43302,0,employed,1,6083,.51006323
43303,0,unemployed,0,0,0
43304,0,employed,0,9587,0
43305,0,student,0,0,.0342323
43306,0,employed,0,10598,.56156218
43307,0,employed,1,9372,.4155564
43308,1,retired,1,4817,.27186224
43309,0,employed,0,9819,.78401607
43310,1,unemployed,1,10579,.25453964
43311,0,employed,1,11094,.83518285
43312,0,employed,0,7835,.85760027
43313,1,employed,1,9648,.96687073
43314,0,employed,1,12969,.65068656
43315,1,employed,1,195301,.52619612
43316,1,unemployed,1,0,.49875224
43317,1,student,0,0,.22377521
43318,1,employed,1,6693,.6605525
43319,1,employed,0,11539,0
43320,1,employed,1,54552,.88582307
43321,1,employed,0,26483,.58458644
43322,0,retired,1,11015,0
43323,0,student,0,0,.055983867
43324,1,unemployed,1,24719,.03280757
43325,1,employed,0,10095,0
43326,0,student,0,0,.83527786
43327,1,student,0,0,.91526783
43328,1,employed,1,7550,.69959038
43329,1,student,0,0,.74493444
43330,0,student,0,624506,.74035454
43331,0,employed,0,15813,.82263052
43332,0,employed,0,23260,.68081552
43333,0,unemployed,1,0,0
43334,0,employed,0,9348,.97776723
43335,1,employed,0,19303,.76208347
43336,0,unemployed,1,14188,.95031011
43337,0,retired,1,10819,0
43338,1,employed,1,43830,.71079767
43339,1,employed,1,26194,.74570602
43340,0,unemployed,0,0,.12235978
43341,1,student,0,0,0
43342,0,student,0,3706,0
43343,1,student,0,5763,.93156755
43344,0,retired,1,4682,.035183452
43345,1,retired,1,14645,.083007678
43346,1,student,0,0,.41209388
43347,0,employed,1,13002,.7164017
43348,0,employed,1,14321,.048783574
43349,1,employed,1,12136,.50460005
43350,1,unemployed,0,0,.16009189
43351,1,retired,1,14832,.27821368
43352,0,employed,1,6110,.6502974
43353,1,employed,1,7157,.60775948
43354,1,employed,1,10569,.51362497
43355,0,employed,1,9438,.67248487
43356,0,student,0,0,.97392845
43357,1,employed,1,52937,0
43358,1,unemployed,1,6393,.72532243
43359,1,employed,1,31195,.88581544
43360,1,retired,1,8153,.37453473
43361,1,employed,0,10233,0
43362,1,retired,1,2824,.20108204
43363,0,retired,1,3883,.19730213
43364,0,unemployed,1,9899,.84638172
43365,1,student,0,4211,.72399831
43366,1,employed,1,9727,.8917383
43367,0,employed,1,5256,.08429344
43368,0,employed,1,11585,.37652528
43369,0,unemployed,1,0,.52409935
43370,1,retired,1,5060,.2893289
43371,0,unemployed,1,10869,.82019359
43372,1,employed,1,47763,.074979097
43373,1,student,0,0,.67274696
43374,1,student,0,0,.40970159
43375,0,student,0,8203,.94244313
43376,1,employed,1,16379,.58240283
43377,1,unemployed,1,0,0
43378,1,employed,1,10936,.69519919
43379,0,employed,0,61590,0
43380,1,employed,1,8229,.020456217
43381,0,retired,1,5292,.36215276
43382,1,employed,1,17062,.33700153
43383,1,employed,1,16607,0
43384,1,employed,1,6972,0
43385,0,employed,0,11768,.8028546
43386,0,unemployed,1,14128,.45979089
43387,1,student,0,0,.24885902
43388,0,student,0,0,.83346522
43389,1,student,0,13619,0
43390,0,employed,1,7877,.81650996
